Sno,Country,City,Company,LINKDLN LINK,Website,Tech Need / Problem,EMAIL,CONTACT,Google Maps,Clean_Category,Review,Conversion_Probability,Company_Name_Length,Company_Word_Count,Category_Frequency,City_Frequency,City_Encoded,Category_Encoded,Predicted_Probability,Lead_Priority_Tier
280,India,Jaipur,"Washing Machine Repairing Center - LG, Samsung, Whirlpool Washing Machine | Washing Machine Services Center in Jaipur",,,,,9116668998,"Washing Machine Repairing Center - LG, Samsung, Whirlpool Washing Machine | Washing Machine Services Center in Jaipur",Services,,0.15,117,17,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
281,India,Jaipur,"Ac Services, repairing / split AC window AC repair Services near me in Jaipur,",,,,,9772891263,"Ac Services, repairing / split AC window AC repair Services near me in Jaipur,",Services,,0.15,78,14,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
282,India,Jaipur,Ac repairing & Services / split AC window AC repair Services in Jaipur,,,,,9358267141,Ac repairing & Services / split AC window AC repair Services in Jaipur,Services,,0.15,70,13,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
283,India,Jaipur,Fridge Repair and AC Repair,,,,,9314619486,Fridge Repair and AC Repair,Services,,0.15,27,5,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
284,India,Jaipur,Tv Services Jaipur-Led Tv Smart Tv Repair Services center,,,,,7222000044,Tv Services Jaipur-Led Tv Smart Tv Repair Services center,Services,,0.15,57,9,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
285,India,Jaipur,Jaipur Refrigeration Centre,,,,,7222834578,Jaipur Refrigeration Centre,Services,,0.15,27,3,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
286,India,Jaipur,MS TECHNO CARE ( Led Tv Repair Jaipur & Installation Services Jaipur ),,,,,7976169673,MS TECHNO CARE ( Led Tv Repair Jaipur & Installation Services Jaipur ),Services,,0.15,70,13,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
287,India,Jaipur,Home Services,,,,,7742389100,Home Services,Services,,0.15,13,2,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
288,India,Jaipur,Mahesh AC Repair Services,,,,,9460338361,Mahesh AC Repair Services,Services,,0.15,25,4,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
289,India,Jaipur,Technical Force Multi Services,,,,,7424874444,Technical Force Multi Services,Water Purification Company,,0.15,30,4,1,281,1,34,0.15000000000000024,Low Probability Tier (Priority 3)
290,India,Jaipur,"Janta Crockery Store (Kitchen appliances Repair , Sales and exchange) since 1961",,,,,9680433768,"Janta Crockery Store (Kitchen appliances Repair , Sales and exchange) since 1961",Countertop Store,,0.15,80,12,2,281,1,3,0.30799999999999966,Low Probability Tier (Priority 3)
291,India,Jaipur,Rahul Aircon,,,,,8949586459,Rahul Aircon,Services,,0.15,12,2,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
292,India,Jaipur,IFB Services Center in Jaipur,,,,,7068566013,IFB Services Center in Jaipur,Services,,0.15,29,5,46,281,1,29,0.15000000000000024,Low Probability Tier (Priority 3)
293,India,Jaipur,Gama Electrician PCB repairing,,,,,9414046400,Gama Electrician PCB repairing,Electrician Store,,0.55,30,4,30,281,1,5,0.5499999999999992,Medium Probability Tier (Priority 2)
294,India,Jaipur,Lalit Grocery Store,,,,,9024544446,Lalit Grocery Store,Grocery Store,,0.85,19,3,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
295,India,Jaipur,Gupta Grocery Store,,,,,9928441101,Gupta Grocery Store,Store,,0.15,19,3,22,281,1,31,0.15000000000000024,Low Probability Tier (Priority 3)
296,India,Jaipur,National Kirana and Grocery Store,,,,,7357050712,National Kirana and Grocery Store,Grocery Store,,0.85,33,5,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
297,India,Jaipur,Jyoti Grocery Store,,,,,7062714747,Jyoti Grocery Store,Grocery Store,,0.85,19,3,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
298,India,Jaipur,Jain Kirana & Grocery Store.,,,,,9352021660,Jain Kirana & Grocery Store.,Grocery Store,,0.85,28,5,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
299,India,Jaipur,Vaishali Grocery & Grocery Store,,,,,9024733752,Vaishali Grocery & Grocery Store,Grocery Store,,0.85,32,5,14,281,1,11,0.8499999999999993,High Probability Tier (Priority 1)
